#,漢字,等價,異形,聲母,韻母,調
2486,隌,,,鶯亦,山干,3
2487,揞,,,鶯亦,山干,3
2488,黯,,,鶯亦,山干,3
2489,諳,,,鶯亦,山干,3
2490,𩃗,,,鶯亦,山干,3
2491,鴨,,,鶯亦,山干,4
2492,押,,,鶯亦,山干,4
2493,壓,,,鶯亦,山干,4
2494,遏,,,鶯亦,山干,4
2495,𩕬,,,鶯亦,山干,4
2496,頞,,,鶯亦,山干,4
2497,㷈,,,鶯亦,山干,4
2498,閼,,,鶯亦,山干,4
2499,㳌,,,鶯亦,山干,4
2500,𨤕,,,鶯亦,山干,4
2501,揠,,,鶯亦,山干,4
2502,黶,,,鶯亦,山干,4
2503,桁,,,鶯亦,山干,5
2504,旱,,,鶯亦,山干,7
2505,餡,,,鶯亦,山干,7
2506,䳚,,,鶯亦,山干,7
2507,盒,,,鶯亦,山干,8
2508,狎,,,鶯亦,山干,8
2509,匣,,,鶯亦,山干,8
2510,魻,,,鶯亦,山干,8
2511,䞩,,,鶯亦,山干,8
2512,胮,,,蒙美,山干,1
2513,𧜞,,,蒙美,山干,1
2514,秣,,,蒙美,山干,4
2515,蠻,,,蒙美,山干,5
2516,龐,,,蒙美,山干,5
2517,𪈿,,,蒙美,山干,5
2518,㤶,,,蒙美,山干,5
2519,尨,,,蒙美,山干,5
2520,盲,,,蒙美,山干,5
2521,氓,,,蒙美,山干,5
2522,鋩,,,蒙美,山干,5
2523,芒,,,蒙美,山干,5
2524,鞔,,,蒙美,山干,5
2525,䀄,,,蒙美,山干,5
2526,瞞,,,蒙美,山干,5
2527,漫,,,蒙美,山干,5
2528,曼,,,蒙美,山干,5
2529,逄,,,蒙美,山干,5
2530,暝,,,蒙美,山干,5
2531,䥰,,,蒙美,山干,5
2532,𢦈,,,蒙美,山干,5
2533,䟂,,,蒙美,山干,5
2534,㒼,,,蒙美,山干,5
2535,𠈵,,,蒙美,山干,5
2536,蝱,,,蒙美,山干,5
2537,駹,,,蒙美,山干,5
2538,䏵,,,蒙美,山干,5
2539,慢,,,蒙美,山干,7
2540,漫,,,蒙美,山干,7
2541,謾,,,蒙美,山干,7
2542,幔,,,蒙美,山干,7
2543,蔓,,,蒙美,山干,7
2544,嫚,,,蒙美,山干,7
2545,𥀗,,,蒙美,山干,7
2546,曼,,,蒙美,山干,7
2547,縵,,,蒙美,山干,7
2548,帓,,,蒙美,山干,8
2549,𤟟,,,語鳥,山干,1
2550,眼,,,語鳥,山干,2
2551,唵,,,語鳥,山干,2
2552,俺,,,語鳥,山干,2
2553,戞,,,語鳥,山干,4
2554,恝,,,語鳥,山干,4
2555,齧,,,語鳥,山干,4
2556,鶃,,,語鳥,山干,4
2557,頞,,,語鳥,山干,4
2558,⿰月⿱罒屰,𦠍,,語鳥,山干,4
2559,䰲,,,語鳥,山干,4
2560,𦢠,,,語鳥,山干,4
2561,秸,,,語鳥,山干,4
2562,鞂,,,語鳥,山干,4
2563,巖,,,語鳥,山干,5
2564,岩,,,語鳥,山干,5
2565,壧,,,語鳥,山干,5
2566,㗴,,,語鳥,山干,5
2567,顏,,,語鳥,山干,5
2568,𧬌,,,語鳥,山干,5
2569,巗,,,語鳥,山干,5
2570,礹,,,語鳥,山干,5
2571,雁,,,語鳥,山干,7
2572,鴈,,,語鳥,山干,7
2573,喭,,,語鳥,山干,7
2574,岸,,,語鳥,山干,7
2575,婩,,,語鳥,山干,7
2576,贗,,,語鳥,山干,7
2577,𠰑,,,語鳥,山干,7
2578,𨲊,,,語鳥,山干,7
2579,䮗,,,語鳥,山干,7
2580,錌,,,語鳥,山干,7
2581,𪂢,,,語鳥,山干,7
2582,𢜹,,,語鳥,山干,8
2583,齾,,,語鳥,山干,8
2584,𦉧,,,語鳥,山干,8
2585,𠫵,,,出,山干,1
2586,參,,,出,山干,1
2587,滲,,,出,山干,1
2588,青,,,出,山干,1
2589,眚,,,出,山干,1
2590,𨝐,,,出,山干,1
2591,鬖,,,出,山干,1
2592,䟃,,,出,山干,1
2593,鏒,,,出,山干,1
2594,驂,,,出,山干,1
2595,⿰参刂,剼,,出,山干,1
2596,⿰忄𠫵,𢡖,,出,山干,2
2597,慘,,,出,山干,2
2598,憯,,,出,山干,2
2599,滲,,,出,山干,2
2600,磣,,,出,山干,2
2601,𥊀,,,出,山干,2
2602,糝,,,出,山干,2
2603,黲,,,出,山干,2
2604,粲,,,出,山干,3
2605,燦,,,出,山干,3
2606,讖,,,出,山干,3
2607,懺,,,出,山干,3
2608,𩟶,,,出,山干,3
2609,𢂺,,,出,山干,3
2610,璨,,,出,山干,3
2611,𩼇,,,出,山干,3
2612,澯,,,出,山干,3
2613,𨇦,,,出,山干,3
2614,𩯞,,,出,山干,3
2615,察,,,出,山干,4
2616,擦,,,出,山干,4
2617,搽,,,出,山干,4
2618,挿,,,出,山干,4
2619,插,,,出,山干,4
2620,鍤,,,出,山干,4
2621,𩃹,,,出,山干,4
2622,𩟔,,,出,山干,4
2623,靸,,,出,山干,4
2624,刹,,,出,山干,4
2625,㴙,,,出,山干,4
2626,𦑣,,,出,山干,4
2627,𣬬,,,出,山干,4
2628,𩝟,,,出,山干,4
2629,𤿪,,,出,山干,4
2630,𪘾,,,出,山干,4
2631,𪑂,,,出,山干,4
2632,⿰齒韱,,,出,山干,4
2633,䮢,,,出,山干,4
2634,㢎,,,出,山干,4
2635,𢣼,,,出,山干,4
2636,酣,,,非風,山干,1
2637,蚶,,,非風,山干,1
2638,邯,,,非風,山干,1
2639,鼾,,,非風,山干,1
2640,侃,,,非風,山干,2
2641,罕,,,非風,山干,2
2642,悍,,,非風,山干,2
2643,閈,,,非風,山干,2
2644,捍,,,非風,山干,2
2645,扞,,,非風,山干,2
2646,衎,,,非風,山干,2
2647,澣,,,非風,山干,2
2648,喊,,,非風,山干,2
2649,菡,,,非風,山干,2
2650,僩,,,非風,山干,2
2651,焊,,,非風,山干,2
2652,𤡥,,,非風,山干,2
2653,暵,,,非風,山干,2
2654,⿲彳彡敢,,,非風,山干,2
2655,𧱄,,,非風,山干,2
2656,闞,,,非風,山干,2
2657,漢,,,非風,山干,3
2658,暵,,,非風,山干,3
2659,傼,,,非風,山干,3
2660,熯,,,非風,山干,3
2661,𦒅,,,非風,山干,3
2662,瞎,,,非風,山干,4
2663,喝,,,非風,山干,4
2664,磖,,,非風,山干,4
2665,嗄,,,非風,山干,4
2666,㿣,,,非風,山干,4
2667,韓,,,非風,山干,5
2668,緘,,,非風,山干,5
2669,咸,,,非風,山干,5
2670,函,,,非風,山干,5
2671,含,,,非風,山干,5
2672,啣,,,非風,山干,5
2673,寒,,,非風,山干,5
2674,嫺,,,非風,山干,5
2675,銜,,,非風,山干,5
2676,閑,,,非風,山干,5
2677,鷳,,,非風,山干,5
2678,鷼,,,非風,山干,5
2679,閒,,,非風,山干,5
2680,莖,,,非風,山干,5
2681,㮀,,,非風,山干,5
2682,椷,,,非風,山干,5
2683,𥆡,,,非風,山干,5
2684,𩦊,,,非風,山干,5
2685,憪,,,非風,山干,5
2686,䘶,,,非風,山干,5
2687,鋡,,,非風,山干,5
2688,顄,,,非風,山干,5
2689,䤴,,,非風,山干,5
2690,鰔,,,非風,山干,5
2691,𪂶,,,非風,山干,5
2692,諴,,,非風,山干,5
2693,𪔩,,,非風,山干,5
2694,翰,,,非風,山干,5
2695,涵,,,非風,山干,5
2696,翰,,,非風,山干,7
2697,瀚,,,非風,山干,7
2698,憾,,,非風,山干,7
2699,陷,,,非風,山干,7
2700,𩈅,,,非風,山干,7
2701,𩖺,,,非風,山干,7
2702,𩭥,,,非風,山干,7
2703,雗,,,非風,山干,7
2704,骭,,,非風,山干,7
2705,䶟,,,非風,山干,7
2706,𩹼,,,非風,山干,7
2707,𨢈,,,非風,山干,7
2708,𩞿,,,非風,山干,7
2709,撼,,,非風,山干,7
2710,合,,,非風,山干,8
2711,洽,,,非風,山干,8
2712,闔,,,非風,山干,8
2713,盍,,,非風,山干,8
2714,曷,,,非風,山干,8
2715,𧛾,,,非風,山干,8
2716,詥,,,非風,山干,8
2717,𧪞,,,非風,山干,8
2718,鶡,,,非風,山干,8
2719,褐,,,非風,山干,8
2720,嗑,,,非風,山干,8
2721,轄,,,非風,山干,8
2722,祫,,,非風,山干,8
2723,熆,,,非風,山干,8
2724,耠,,,非風,山干,8
2725,𣩄,,,非風,山干,8
2726,䢔,,,非風,山干,8
2727,䫘,,,非風,山干,8
2728,𩩲,,,非風,山干,8
2729,鰪,,,非風,山干,8
2730,𪘁,,,非風,山干,8
2731,鶷,,,非風,山干,8
2732,𢾩,,,非風,山干,8
2733,䉪,,,柳,開哉,2
2734,猍,,,柳,開哉,2
2735,籟,,,柳,開哉,3
2736,瀨,,,柳,開哉,3
2737,䂾,,,柳,開哉,3
2738,來,,,柳,開哉,5
2739,来,,,柳,開哉,5
2740,箂,,,柳,開哉,5
2741,𢯦,,,柳,開哉,5
2742,猍,,,柳,開哉,5
2743,𤲓,,,柳,開哉,5
2744,䅘,,,柳,開哉,5
2745,𦓹,,,柳,開哉,5
2746,𧼛,,,柳,開哉,5
2747,鶆,,,柳,開哉,5
2748,庲,,,柳,開哉,5
2749,徠,,,柳,開哉,5
2750,𪑚,,,柳,開哉,5
2751,鯠,,,柳,開哉,5
2752,唻,,,柳,開哉,5
2753,賴,,,柳,開哉,7
2754,藾,,,柳,開哉,7
2755,籟,,,柳,開哉,7
2756,癩,,,柳,開哉,7
2757,㾢,,,柳,開哉,7
2758,𢯦,,,柳,開哉,7
2759,賚,,,柳,開哉,7
2760,𧶛,,,柳,開哉,7
2761,誺,,,柳,開哉,7
2762,𪀜,,,柳,開哉,7
2763,㸊,,,柳,開哉,7
2764,鯠,,,柳,開哉,7
2765,𠘝,,,柳,開哉,7
2766,婡,,,柳,開哉,7
2767,襰,,,柳,開哉,7
2768,睞,,,柳,開哉,7
2769,䚅,,,柳,開哉,7
2770,擺,,,邊,開哉,2
2771,襬,,,邊,開哉,2
2772,𢅩,,,邊,開哉,2
2773,跛,,,邊,開哉,2
2774,⿰&CDP-8D41;&CDP-8CE7;,,,邊,開哉,3
2775,拜,,,邊,開哉,3
2776,⿱拜下,,,邊,開哉,3
2777,湃,,,邊,開哉,3
2778,扒,,,邊,開哉,3
2779,𦳞,,,邊,開哉,3
2780,粺,,,邊,開哉,3
2781,誹,,,邊,開哉,5
2782,徘,,,邊,開哉,5
2783,敗,,,邊,開哉,7
2784,憊,,,邊,開哉,7
2785,稗,,,邊,開哉,7
2786,粺,,,邊,開哉,7
2787,𪐄,,,邊,開哉,7
2788,皆,,,求,開哉,1
2789,偕,,,求,開哉,1
2790,階,,,求,開哉,1
2791,堦,,,求,開哉,1
2792,陔,,,求,開哉,1
2793,楷,,,求,開哉,1
2794,荄,,,求,開哉,1
2795,喈,,,求,開哉,1
2796,該,,,求,開哉,1
2797,峐,,,求,開哉,1
2798,𦝨,,,求,開哉,1
2799,垓,,,求,開哉,1
2800,改,,,求,開哉,2
2801,忋,,,求,開哉,2
2802,解,,,求,開哉,2
2803,澥,,,求,開哉,2
2804,𥎎,,,求,開哉,2
2805,頦,,,求,開哉,2
2806,戒,,,求,開哉,3
2807,誡,,,求,開哉,3
2808,㑘,,,求,開哉,3
2809,价,,,求,開哉,3
2810,介,,,求,開哉,3
2811,玠,,,求,開哉,3
2812,炌,,,求,開哉,3
2813,蚧,,,求,開哉,3
2814,芥,,,求,開哉,3
2815,疥,,,求,開哉,3
2816,盖,,,求,開哉,3
2817,⿳艹犬皿,,,求,開哉,3
2818,蓋,,,求,開哉,3
2819,⿰盖頁,𩕭,,求,開哉,3
2820,屆,,,求,開哉,3
2821,杚,,,求,開哉,3
2822,概,,,求,開哉,3
2823,丐,,,求,開哉,3
2824,魪,,,求,開哉,3
2825,悈,,,求,開哉,3
2826,開,,,氣悉,開哉,1
2827,揩,,,氣悉,開哉,1
2828,凱,,,氣悉,開哉,2
2829,塏,,,氣悉,開哉,2
2830,愷,,,氣悉,開哉,2
2831,鎧,,,氣悉,開哉,2
2832,覬,,,氣悉,開哉,2
2833,楷,,,氣悉,開哉,2
2834,駭,,,氣悉,開哉,2
2835,闓,,,氣悉,開哉,2
2836,鍇,,,氣悉,開哉,2
2837,槩,,,氣悉,開哉,3
2838,暨,,,氣悉,開哉,3
2839,⿰氵&CDP-8B7C;,,,氣悉,開哉,3
2840,嘅,,,氣悉,開哉,3
2841,溉,,,氣悉,開哉,3
2842,慨,,,氣悉,開哉,3
2843,洎,,,氣悉,開哉,3
2844,蔇,,,氣悉,開哉,3
2845,𠌰,,,氣悉,開哉,3
2846,愾,,,氣悉,開哉,3
2847,獃,,,低聲,開哉,1
2848,佁,,,低聲,開哉,1
2849,𤶗,,,低聲,開哉,1
2850,褦,,,低聲,開哉,1
2851,歹,,,低聲,開哉,2
2852,汰,,,低聲,開哉,2
2853,埭,,,低聲,開哉,2
2854,滓,,,低聲,開哉,2
2855,戴,,,低聲,開哉,3
2856,帶,,,低聲,開哉,3
2857,碓,,,低聲,開哉,3
2858,㿃,,,低聲,開哉,3
2859,襶,,,低聲,開哉,3
2860,蹛,,,低聲,開哉,3
2861,㯂,,,低聲,開哉,3
2862,䑓,,,低聲,開哉,5
2863,臺,,,低聲,開哉,5
2864,炲,,,低聲,開哉,5
2865,䘅,,,低聲,開哉,5
2866,籉,,,低聲,開哉,5
2867,薹,,,低聲,開哉,5
2868,𪒴,,,低聲,開哉,5
2869,懛,,,低聲,開哉,5
2870,旲,,,低聲,開哉,5
2871,擡,,,低聲,開哉,5
2872,大,,,低聲,開哉,7
2873,代,,,低聲,開哉,7
2874,玳,,,低聲,開哉,7
2875,岱,,,低聲,開哉,7
2876,貸,,,低聲,開哉,7
2877,黛,,,低聲,開哉,7
2878,堶,,,低聲,開哉,7
2879,帒,,,低聲,開哉,7
2880,袋,,,低聲,開哉,7
2881,逮,,,低聲,開哉,7
2882,迨,,,低聲,開哉,7
2883,怠,,,低聲,開哉,7
2884,殆,,,低聲,開哉,7
2885,待,,,低聲,開哉,7
2886,曃,,,低聲,開哉,7
2887,𪐝,,,低聲,開哉,7
2888,䈚,,,低聲,開哉,7
2889,台,,,他皆,開哉,1
2890,抬,,,他皆,開哉,1
2891,擡,,,他皆,開哉,1
2892,梯,,,他皆,開哉,1
2893,篩,,,他皆,開哉,1
2894,簛,,,他皆,開哉,1
2895,胎,,,他皆,開哉,1
2896,孡,,,他皆,開哉,1
2897,苔,,,他皆,開哉,1
2898,邰,,,他皆,開哉,1
2899,駘,,,他皆,開哉,1
2900,𪖦,,,他皆,開哉,1
2901,鮐,,,他皆,開哉,1
2902,𧉟,,,他皆,開哉,1
2903,跆,,,他皆,開哉,1
2904,㘆,,,他皆,開哉,2
2905,檯,,,他皆,開哉,2
2906,泰,,,他皆,開哉,3
2907,態,,,他皆,開哉,3
2908,太,,,他皆,開哉,3
2909,汰,,,他皆,開哉,3
2910,㥭,,,他皆,開哉,3
2911,𪐝,,,他皆,開哉,3
2912,哉,,,曾之,開哉,1
2913,烖,,,曾之,開哉,1
2914,災,,,曾之,開哉,1
2915,灾,,,曾之,開哉,1
2916,齋,,,曾之,開哉,1
2917,⿱厽⿲丿示丨,,,曾之,開哉,1
2918,栽,,,曾之,開哉,1
2919,渽,,,曾之,開哉,1
2920,賳,,,曾之,開哉,1
2921,睵,,,曾之,開哉,1
2922,宰,,,曾之,開哉,2
2923,載,,,曾之,開哉,2
2924,紙,,,曾之,開哉,2
2925,帋,,,曾之,開哉,2
2926,滓,,,曾之,開哉,2
2927,縡,,,曾之,開哉,2
2928,䔂,,,曾之,開哉,2
2929,𤌊,,,曾之,開哉,2
2930,再,,,曾之,開哉,3
2931,再,,,曾之,開哉,3
2932,載,,,曾之,開哉,3
2933,儎,,,曾之,開哉,3
2934,債,,,曾之,開哉,3
2935,瘵,,,曾之,開哉,3
2936,𧯥,,,曾之,開哉,3
2937,䵧,,,曾之,開哉,3
2938,才,,,曾之,開哉,5
2939,材,,,曾之,開哉,5
2940,財,,,曾之,開哉,5
2941,𧵤,,,曾之,開哉,5
2942,豺,,,曾之,開哉,5
2943,纔,,,曾之,開哉,5
2944,𦬁,,,曾之,開哉,5
2945,在,,,曾之,開哉,7
2946,豸,,,曾之,開哉,7
2947,廌,,,曾之,開哉,7
2948,寨,,,曾之,開哉,7
2949,𥍪,,,曾之,開哉,7
2950,乃,,,日女,開哉,2
2951,迺,,,日女,開哉,2
2952,耐,,,日女,開哉,7
2953,鼐,,,日女,開哉,7
2954,奈,,,日女,開哉,7
2955,柰,,,日女,開哉,7
2956,㮈,,,日女,開哉,7
2957,㲡,,,日女,開哉,7
2958,褦,,,日女,開哉,7
2959,𣉘,,,日女,開哉,7
2960,獅,,,時授,開哉,1
2961,腮,,,時授,開哉,1
2962,顋,,,時授,開哉,1
2963,篩,,,時授,開哉,1
2964,釃,,,時授,開哉,1
2965,嘶,,,時授,開哉,1
2966,鯊,,,時授,開哉,1
2967,沙,,,時授,開哉,1
2968,䰄,,,時授,開哉,1
2969,毸,,,時授,開哉,1
2970,屎,,,時授,開哉,2
2971,𡱢,,,時授,開哉,2
2972,使,,,時授,開哉,2
2973,塞,,,時授,開哉,3
2974,賽,,,時授,開哉,3
2975,簺,,,時授,開哉,3
2976,殺,,,時授,開哉,3
2977,𧜁,,,時授,開哉,3
2978,剎,,,時授,開哉,3
2979,使,,,時授,開哉,3
2980,晒,,,時授,開哉,3
2981,曬,,,時授,開哉,3
2982,𣻑,,,時授,開哉,3
2983,臍,,,時授,開哉,5
2984,哀,,,鶯亦,開哉,1
2985,埃,,,鶯亦,開哉,1
2986,㶼,,,鶯亦,開哉,1
2987,唉,,,鶯亦,開哉,1
2988,欵,,,鶯亦,開哉,1
2989,靄,,,鶯亦,開哉,2
2990,藹,,,鶯亦,開哉,2
2991,餲,,,鶯亦,開哉,2
2992,倚,,,鶯亦,開哉,2
2993,喝,,,鶯亦,開哉,2
2994,𥪍,,,鶯亦,開哉,2
2995,愛,,,鶯亦,開哉,3
2996,嬡,,,鶯亦,開哉,3
2997,璦,,,鶯亦,開哉,3
2998,薆,,,鶯亦,開哉,3
2999,隘,,,鶯亦,開哉,3
3000,曖,,,鶯亦,開哉,3
3001,靉,,,鶯亦,開哉,3
3002,𡺬,,,鶯亦,開哉,3
3003,𪕭,,,鶯亦,開哉,3
3004,𨶂,,,鶯亦,開哉,3
3005,欵,,,鶯亦,開哉,5
3006,埋,,,蒙美,開哉,5
3007,霾,,,蒙美,開哉,5
3008,㦟,,,蒙美,開哉,5
3009,邁,,,蒙美,開哉,7
3010,䜕,,,蒙美,開哉,7
3011,勱,,,蒙美,開哉,7
3012,嵦,,,語鳥,開哉,1
3013,㱯,,,語鳥,開哉,1
3014,騃,,,語鳥,開哉,2
3015,𧡋,,,語鳥,開哉,2
3016,艾,,,語鳥,開哉,3
3017,乂,,,語鳥,開哉,3
3018,㣻,,,語鳥,開哉,3
3019,⿰乂刂,,,語鳥,開哉,3
3020,𣨵,,,語鳥,開哉,3
3021,𧰿,,,語鳥,開哉,3
3022,餀,,,語鳥,開哉,3
3023,呆,,,語鳥,開哉,5
3024,崖,,,語鳥,開哉,5
3025,涯,,,語鳥,開哉,5
3026,厓,,,語鳥,開哉,5
3027,睚,,,語鳥,開哉,5
3028,礙,,,語鳥,開哉,7
3029,碍,,,語鳥,開哉,7
3030,儗,,,語鳥,開哉,7
3031,𢣕,,,語鳥,開哉,7
3032,猜,,,出,開哉,1
3033,釵,,,出,開哉,1
3034,差,,,出,開哉,1
3035,䂘,,,出,開哉,1
3036,靫,,,出,開哉,1
3037,𩑐,,,出,開哉,1
3038,𧢷,,,出,開哉,1
3039,芆,,,出,開哉,1
3040,采,,,出,開哉,2
3041,彩,,,出,開哉,2
3042,埰,,,出,開哉,2
3043,採,,,出,開哉,2
3044,踩,,,出,開哉,2
3045,寀,,,出,開哉,2
3046,㥒,,,出,開哉,2
3047,綵,,,出,開哉,2
3048,䣋,,,出,開哉,2
3049,𤷕,,,出,開哉,2
3050,蔡,,,出,開哉,3
3051,𤁱,,,出,開哉,3
3052,瘥,,,出,開哉,3
3053,菜,,,出,開哉,3
3054,蠆,,,出,開哉,3
3055,𪇭,,,出,開哉,3
3056,𩧇,,,出,開哉,5
3057,纔,,,出,開哉,5
3058,豺,,,出,開哉,5
3059,咍,,,非風,開哉,1
3060,𣢇,,,非風,開哉,1
3061,海,,,非風,開哉,2
3062,𥁐,,,非風,開哉,2
3063,𣖻,,,非風,開哉,2
3064,烸,,,非風,開哉,2
3065,醢,,,非風,開哉,2
3066,𠿇,,,非風,開哉,3
3067,嗐,,,非風,開哉,3
3068,㖑,,,非風,開哉,3
3069,孩,,,非風,開哉,5
3070,郂,,,非風,開哉,5
3071,胲,,,非風,開哉,5
3072,頦,,,非風,開哉,5
3073,荄,,,非風,開哉,5
3074,骸,,,非風,開哉,5
3075,邂,,,非風,開哉,5
3076,諧,,,非風,開哉,5
3077,痎,,,非風,開哉,5
3078,咳,,,非風,開哉,5
3079,𧳧,,,非風,開哉,5
3080,𧽊,,,非風,開哉,5
3081,𩰶,,,非風,開哉,5
3082,亥,,,非風,開哉,7
3083,𨀖,,,非風,開哉,7
3084,械,,,非風,開哉,7
3085,懈,,,非風,開哉,7
3086,解,,,非風,開哉,7
3087,獬,,,非風,開哉,7
3088,𩐉,,,非風,開哉,7
3089,𡟲,,,非風,開哉,7
3090,害,,,非風,開哉,7
3091,薤,,,非風,開哉,7
3092,𧂊,,,非風,開哉,7
3093,瀣,,,非風,開哉,7
3094,㖑,,,非風,開哉,7
3095,齘,,,非風,開哉,7
3096,骸,,,非風,開哉,7
3097,𨒨,,,非風,開哉,7
3098,𦐤,,,非風,開哉,7
3099,㤥,,,非風,開哉,7
3100,𢞐,,,非風,開哉,7
3101,喇,,,柳,嘉佳,2
3102,𩘊,,,柳,嘉佳,2
3103,䱫,,,柳,嘉佳,2
3104,剌,,,柳,嘉佳,2
3105,俚,,,柳,嘉佳,5
3106,巴,,,邊,嘉佳,1
3107,芭,,,邊,嘉佳,1
3108,笆,,,邊,嘉佳,1
3109,葩,,,邊,嘉佳,1
3110,𤆵,,,邊,嘉佳,1
3111,疤,,,邊,嘉佳,1
3112,夿,,,邊,嘉佳,1
3113,𢻷,,,邊,嘉佳,1
3114,鈀,,,邊,嘉佳,1
3115,𤜱,,,邊,嘉佳,1
3116,𩈆,,,邊,嘉佳,1
3117,把,,,邊,嘉佳,2
3118,弝,,,邊,嘉佳,2
3119,霸,,,邊,嘉佳,3
3120,伯,,,邊,嘉佳,3
3121,壩,,,邊,嘉佳,3
3122,垻,,,邊,嘉佳,3
3123,𢺞,,,邊,嘉佳,3
3124,灞,,,邊,嘉佳,3
3125,𣠽,,,邊,嘉佳,3
3126,叭,,,邊,嘉佳,3
3127,靶,,,邊,嘉佳,3
3128,百,,,邊,嘉佳,4
3129,伯,,,邊,嘉佳,4
3130,蘗,,,邊,嘉佳,4
3131,柏,,,邊,嘉佳,4
3132,𢹐,,,邊,嘉佳,4
3133,撦,,,邊,嘉佳,4
3134,琶,,,邊,嘉佳,5
3135,把,,,邊,嘉佳,5
3136,耙,,,邊,嘉佳,5
3137,爬,,,邊,嘉佳,5
3138,扒,,,邊,嘉佳,5
3139,𣚒,,,邊,嘉佳,5
3140,筢,,,邊,嘉佳,5
3141,罷,,,邊,嘉佳,7
3142,𠐌,,,邊,嘉佳,7
3143,䥯,,,邊,嘉佳,7
3144,䎱,,,邊,嘉佳,7
3145,矲,,,邊,嘉佳,7
3146,䆉,,,邊,嘉佳,7
3147,𩹏,,,邊,嘉佳,7
3148,白,,,邊,嘉佳,8
3149,嘉,,,求,嘉佳,1
3150,佳,,,求,嘉佳,1
3151,加,,,求,嘉佳,1
3152,葭,,,求,嘉佳,1
3153,家,,,求,嘉佳,1
3154,膠,,,求,嘉佳,1
3155,耞,,,求,嘉佳,1
3156,貑,,,求,嘉佳,1
3157,豭,,,求,嘉佳,1
3158,跏,,,求,嘉佳,1
3159,假,,,求,嘉佳,2
3160,嘏,,,求,嘉佳,2
3161,賈,,,求,嘉佳,2
3162,斝,,,求,嘉佳,2
3163,婽,,,求,嘉佳,2
3164,徦,,,求,嘉佳,2
3165,𪆲,,,求,嘉佳,2
3166,價,,,求,嘉佳,3
3167,檟,,,求,嘉佳,3
3168,假,,,求,嘉佳,3
3169,斝,,,求,嘉佳,3
3170,駕,,,求,嘉佳,3
3171,架,,,求,嘉佳,3
3172,嫁,,,求,嘉佳,3
3173,稼,,,求,嘉佳,3
3174,鉸,,,求,嘉佳,3
3175,格,,,求,嘉佳,4
3176,骼,,,求,嘉佳,4
3177,隔,,,求,嘉佳,4
3178,咋,,,求,嘉佳,7
3179,咬,,,求,嘉佳,7
3180,跤,,,氣悉,嘉佳,1
3181,㬵,,,氣悉,嘉佳,1
3182,㪣,,,氣悉,嘉佳,3
3183,客,,,氣悉,嘉佳,4
3184,礁,,,低聲,嘉佳,1
3185,打,,,低聲,嘉佳,2
3186,鮓,,,低聲,嘉佳,2
3187,䠤,,,低聲,嘉佳,2
3188,窄,,,低聲,嘉佳,3
3189,⿰木⿳𥫗穴隹,,,低聲,嘉佳,3
3190,醡,,,低聲,嘉佳,3
3191,㡸,,,低聲,嘉佳,3
3192,簀,,,低聲,嘉佳,4
3193,𤖓,,,低聲,嘉佳,4
3194,茶,,,低聲,嘉佳,5
3195,𨃓,,,低聲,嘉佳,5
3196,跢,,,低聲,嘉佳,7
3197,脬,,,波,嘉佳,1
3198,𥩙,,,波,嘉佳,2
3199,怕,,,波,嘉佳,3
3200,帕,,,波,嘉佳,3
3201,帊,,,波,嘉佳,3
3202,𢗌,,,波,嘉佳,3
3203,拍,,,波,嘉佳,4
3204,撲,,,波,嘉佳,4
3205,攴,,,波,嘉佳,4
3206,他,,,他皆,嘉佳,1
3207,佗,,,他皆,嘉佳,1
3208,蚱,,,他皆,嘉佳,3
3209,宅,,,他皆,嘉佳,8
3210,侘,,,他皆,嘉佳,8
3211,查,,,曾之,嘉佳,1
3212,渣,,,曾之,嘉佳,1
3213,楂,,,曾之,嘉佳,1
3214,皶,,,曾之,嘉佳,1
3215,𥹁,,,曾之,嘉佳,1
3216,咱,,,曾之,嘉佳,1
3217,䶥,,,曾之,嘉佳,1
3218,奓,,,曾之,嘉佳,1
3219,⿰䖒又,,,曾之,嘉佳,1
3220,早,,,曾之,嘉佳,2
3221,蚤,,,曾之,嘉佳,2
3222,⿰日早,,,曾之,嘉佳,2
3223,詐,,,曾之,嘉佳,3
3224,𧧻,,,曾之,嘉佳,3
3225,姹,,,曾之,嘉佳,3
3226,迮,,,曾之,嘉佳,3
3227,䄍,,,曾之,嘉佳,3
3228,蜡,,,曾之,嘉佳,3
3229,乍,,,曾之,嘉佳,3
3230,砟,,,曾之,嘉佳,3
3231,痄,,,曾之,嘉佳,3
3232,窄,,,曾之,嘉佳,4
3233,績,,,曾之,嘉佳,4
3234,仄,,,曾之,嘉佳,4
3235,昃,,,曾之,嘉佳,4
3236,𩂖,,,曾之,嘉佳,4
3237,䶥,,,曾之,嘉佳,5
3238,𪘿,,,曾之,嘉佳,5
3239,乍,,,曾之,嘉佳,7
3240,䄍,,,曾之,嘉佳,7
3241,拿,,,日女,嘉佳,2
3242,拏,,,日女,嘉佳,2
3243,那,,,日女,嘉佳,2
3244,凹,,,日女,嘉佳,4
3245,𤘅,,,日女,嘉佳,8
3246,沙,,,時授,嘉佳,1
3247,砂,,,時授,嘉佳,1
3248,裟,,,時授,嘉佳,1
3249,紗,,,時授,嘉佳,1
3250,㸺,,,時授,嘉佳,1
3251,㠺,,,時授,嘉佳,1
3252,皶,,,時授,嘉佳,1
3253,鯊,,,時授,嘉佳,1
